IDMAEEDO;TIDO;NUDO;ENDO;SUENDO;SUDO;FEEMDO;FEER;MODO;TIMODO;TIDEVE;TIDEVEFE;TIDEVEHO;PPPRNE;TAMOPPPR;VANELI;FEEMLI;KOFULIDO;LILG;PRCT;NULIDO;FEERLI;SULIDO;BOSULIDO;LUVTLIDO;KOPRCT;UD01PR;NOKOZO;IDMAEDDO;NUSEPR;CAPRCO1;CAPRAD1;CAPREX1;UD02PR;CAPRCO2;CAPRAD2;CAPREX2;OCDO;OBDO;NOKOEN;ZOEN;DIEN;COMUNA;TIPR;NOKOPR;PFPR;FMPR;RUPR;MRPR;STFI1;STFI2;PRRG;KOPRTE;PENDIENTE;MONTO;OBSERVA
537.381,00;NVV;0000427403;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.850,00;1,00;29.100,00;21/01/2026;PSV;SI;FALSO;00002;02/02/2026;004;006;37;PCA113POLCAS2;GL;;1.726.115,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;STAIN POLIDECOR CASTAÑO 1/4 GL;0002;003;01;;15,25;61,00;FALSO;PCA113POLCAS2;6,00;29100;
537.381,00;NVV;0000427403;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;127.920,00;21/01/2026;PSV;SI;FALSO;00003;02/02/2026;004;006;37;PCA113POLCAS1;GL;;1.726.116,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;STAIN POLIDECOR CASTAÑO GL;0002;003;01;;169,00;169,00;VERDADERO;PCA113POLCAS1;8,00;127920;
537.381,00;NVV;0000427403;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;63.960,00;21/01/2026;PSV;SI;FALSO;00004;02/02/2026;004;006;37;PCA113POLARB1;GL;;1.726.117,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;STAIN POLIDECOR ARBOLEDA GL;0002;003;01;;78,00;78,00;FALSO;PCA113POLARB1;4,00;63960;
537.381,00;NVV;0000427403;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;4.850,00;1,00;29.100,00;21/01/2026;PSV;SI;FALSO;00005;02/02/2026;004;006;37;PCA113POLNAT2;GL;;1.726.118,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;STAIN POLIDECOR NATURAL 1/4 GL;0002;003;01;;20,00;80,00;VERDADERO;PCA113POLNAT2;6,00;29100;
537.381,00;NVV;0000427403;77759930-5;;004;21/01/2026;02/02/2026;$;N;;02/02/2026;;15.990,00;1,00;63.960,00;21/01/2026;PSV;SI;FALSO;00006;02/02/2026;004;006;37;PCA113POLNAT1;GL;;1.726.119,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO CLIENTE GENERAL LAGOS 301 IMPERIAL NUEVA IMPERIAL;MATERIALES MACO LTDA;;GENERAL LAGOS 301 IMPERIAL;NUEVA IMPERIAL;FPN;STAIN POLIDECOR NATURAL GL;0002;003;01;;185,00;185,00;VERDADERO;PCA113POLNAT1;4,00;63960;
536.773,00;NVV;CON0000251;78007946-0;;007;16/01/2026;28/01/2026;$;N;;28/01/2026;;2.500,00;1,00;2.500,00;16/01/2026;HUD;SI;FALSO;00004;28/01/2026;007;014;36;PCAMUESTRABA1;GL;;1.724.092,00;;1,00;0,00;0,00;GL;1,00;0,00;0,00;SIN CARGO;MUESTRAS EDIFICIO CONSTRUCTORA EBCOL;GR CONSTRUCCIONES SPA;;H. SALAS N°732 OF. 21;CONCEPCION;FPN;ESMALTE AL AGUA COPPER 960 GALON    SW6993;;003;;;0,00;0,00;VERDADERO;PCAMUESTRABA1;1,00;2500;
536.773,00;NVV;CON0000251;78007946-0;;007;16/01/2026;28/01/2026;$;N;;28/01/2026;;2.500,00;1,00;2.500,00;16/01/2026;HUD;SI;FALSO;00008;28/01/2026;007;014;36;PCAMUESTRABA1;GL;;1.724.096,00;;1,00;0,00;0,00;GL;1,00;0,00;0,00;SIN CARGO;MUESTRAS EDIFICIO CONSTRUCTORA EBCOL;GR CONSTRUCCIONES SPA;;H. SALAS N°732 OF. 21;CONCEPCION;FPN;LATEX SUPERCUBRIENTE GALON   SW6993;;003;;;0,00;0,00;VERDADERO;PCAMUESTRABA1;1,00;2500;
537.600,00;NVV;0000427425;78046767-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.190,00;1,00;25.140,00;22/01/2026;BGB;SI;FALSO;00001;03/02/2026;004;006;37;PCA960ECOPPI2;GL;;1.726.814,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO LAS CAMELIAS LT E FREIRE;COMERCIAL FERRETIN SPA;;LAS CAMELIAS LT E;FREIRE;FPN;ESMALTE AL AGUA COPPER 960 PISTACHO 1/4.;0001;003;;;15,25;61,00;FALSO;PCA960ECOPPI2;6,00;25140;
537.600,00;NVV;0000427425;78046767-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.190,00;1,00;25.140,00;22/01/2026;BGB;SI;FALSO;00002;03/02/2026;004;006;37;PCA960ECOPRC2;GL;;1.726.815,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO LAS CAMELIAS LT E FREIRE;COMERCIAL FERRETIN SPA;;LAS CAMELIAS LT E;FREIRE;FPN;ESMALTE AL AGUA COPPER 960 ROJO COLONIAL 1/4;0001;003;;;28,00;112,00;FALSO;PCA960ECOP;6,00;25140;
537.600,00;NVV;0000427425;78046767-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;10.180,00;1,00;40.720,00;22/01/2026;BGB;SI;FALSO;00003;03/02/2026;004;006;37;PCA925CONST01;GL;;1.726.816,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO LAS CAMELIAS LT E FREIRE;COMERCIAL FERRETIN SPA;;LAS CAMELIAS LT E;FREIRE;FPN;ESMALTE AL AGUA CONSTRUCCION BLANCO GL;0001;003;;;178,00;178,00;FALSO;PCA925CONST01;4,00;40720;
537.600,00;NVV;0000427425;78046767-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.190,00;1,00;25.140,00;22/01/2026;BGB;SI;FALSO;00004;03/02/2026;004;006;37;PCA960ECOPNE2;GL;;1.726.817,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO LAS CAMELIAS LT E FREIRE;COMERCIAL FERRETIN SPA;;LAS CAMELIAS LT E;FREIRE;FPN;ESMALTE AL AGUA COPPER 960 NEGRO 1/4.;0001;003;;;48,75;195,00;FALSO;PCA960ECOPNE2;6,00;25140;
537.600,00;NVV;0000427425;78046767-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.190,00;1,00;25.140,00;22/01/2026;BGB;SI;FALSO;00005;03/02/2026;004;006;37;PCA960COPPBL2;GL;;1.726.818,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO LAS CAMELIAS LT E FREIRE;COMERCIAL FERRETIN SPA;;LAS CAMELIAS LT E;FREIRE;FPN;ESMALTE AL AGUA COPPER 960 BLANCO 1/4.;0001;003;;;89,00;356,00;FALSO;PCA960COPPBL2;6,00;25140;
537.600,00;NVV;0000427425;78046767-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.640,00;1,00;27.840,00;22/01/2026;BGB;SI;FALSO;00006;03/02/2026;004;006;37;PCA926NEGRO02;GL;;1.726.819,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO LAS CAMELIAS LT E FREIRE;COMERCIAL FERRETIN SPA;;LAS CAMELIAS LT E;FREIRE;FPN;OLEO BRILLANTE NEGRO 1/4;0002;003;01;;21,25;85,00;FALSO;PCA926NEGRO02;6,00;27840;
537.600,00;NVV;0000427425;78046767-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.640,00;1,00;27.840,00;22/01/2026;BGB;SI;FALSO;00007;03/02/2026;004;006;37;PCA926BLAN002;GL;;1.726.820,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO LAS CAMELIAS LT E FREIRE;COMERCIAL FERRETIN SPA;;LAS CAMELIAS LT E;FREIRE;FPN;OLEO BRILLANTE BLANCO 1/4;0002;003;01;;28,25;113,00;VERDADERO;PCA926BLAN002;6,00;27840;
537.600,00;NVV;0000427425;78046767-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;6.390,00;1,00;38.340,00;22/01/2026;BGB;SI;FALSO;00008;03/02/2026;004;006;37;PCA103MADPLU2;GL;;1.726.821,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO LAS CAMELIAS LT E FREIRE;COMERCIAL FERRETIN SPA;;LAS CAMELIAS LT E;FREIRE;FPN;VITRIFICANTE DE MADERA VITROPLUS 1/4;0002;003;01;;46,25;185,00;FALSO;PCA103MADPLU2;6,00;38340;
537.600,00;NVV;0000427425;78046767-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.850,00;1,00;29.100,00;22/01/2026;BGB;SI;FALSO;00009;03/02/2026;004;006;37;PCA113POLCAO2;GL;;1.726.822,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO LAS CAMELIAS LT E FREIRE;COMERCIAL FERRETIN SPA;;LAS CAMELIAS LT E;FREIRE;FPN;STAIN POLIDECOR CAOBA 1/4 GL;0002;003;01;;21,50;86,00;FALSO;PCA113POLCAO2;6,00;29100;
537.600,00;NVV;0000427425;78046767-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.850,00;1,00;29.100,00;22/01/2026;BGB;SI;FALSO;00010;03/02/2026;004;006;37;PCA113POLPAR2;GL;;1.726.823,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO LAS CAMELIAS LT E FREIRE;COMERCIAL FERRETIN SPA;;LAS CAMELIAS LT E;FREIRE;FPN;STAIN POLIDECOR PALO ROSA 1/4 GL;0002;003;01;;13,50;54,00;FALSO;PCA113POLPAR2;6,00;29100;
537.630,00;NVV;0000427430;78135749-9;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.640,00;1,00;27.840,00;22/01/2026;BGB;SI;FALSO;00001;03/02/2026;004;006;37;PCA926BLAN002;GL;;1.726.904,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO GUIDO BECK DE RAMBERGA 937 COÑARIPE PANGUIPULLI;TIZNADO HERMANOS SPA;;GUIDO BECK DE RAMBERGA 937 COÑARIPE;PANGUIPULLI;FPN;OLEO BRILLANTE BLANCO 1/4;0002;003;01;;28,25;113,00;VERDADERO;PCA926BLAN002;6,00;27840;
537.630,00;NVV;0000427430;78135749-9;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.640,00;1,00;55.680,00;22/01/2026;BGB;SI;FALSO;00002;03/02/2026;004;006;37;PCA926NEGRO02;GL;;1.726.905,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO GUIDO BECK DE RAMBERGA 937 COÑARIPE PANGUIPULLI;TIZNADO HERMANOS SPA;;GUIDO BECK DE RAMBERGA 937 COÑARIPE;PANGUIPULLI;FPN;OLEO BRILLANTE NEGRO 1/4;0002;003;01;;21,25;85,00;FALSO;PCA926NEGRO02;12,00;55680;
537.630,00;NVV;0000427430;78135749-9;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.190,00;1,00;50.280,00;22/01/2026;BGB;SI;FALSO;00003;03/02/2026;004;006;37;PCA960COPPBL2;GL;;1.726.906,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO GUIDO BECK DE RAMBERGA 937 COÑARIPE PANGUIPULLI;TIZNADO HERMANOS SPA;;GUIDO BECK DE RAMBERGA 937 COÑARIPE;PANGUIPULLI;FPN;ESMALTE AL AGUA COPPER 960 BLANCO 1/4.;0001;003;;;89,00;356,00;FALSO;PCA960COPPBL2;12,00;50280;
537.630,00;NVV;0000427430;78135749-9;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.190,00;1,00;50.280,00;22/01/2026;BGB;SI;FALSO;00004;03/02/2026;004;006;37;PCA960ECOPNE2;GL;;1.726.907,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO GUIDO BECK DE RAMBERGA 937 COÑARIPE PANGUIPULLI;TIZNADO HERMANOS SPA;;GUIDO BECK DE RAMBERGA 937 COÑARIPE;PANGUIPULLI;FPN;ESMALTE AL AGUA COPPER 960 NEGRO 1/4.;0001;003;;;48,75;195,00;FALSO;PCA960ECOPNE2;12,00;50280;
537.630,00;NVV;0000427430;78135749-9;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;14.640,00;1,00;117.120,00;22/01/2026;BGB;SI;FALSO;00005;03/02/2026;004;006;37;PCA960COPPBL1;GL;;1.726.908,00;;8,00;0,00;0,00;GL;8,00;0,00;0,00;;DESPACHO GUIDO BECK DE RAMBERGA 937 COÑARIPE PANGUIPULLI;TIZNADO HERMANOS SPA;;GUIDO BECK DE RAMBERGA 937 COÑARIPE;PANGUIPULLI;FPN;ESMALTE AGUA COPPER C/COBRE 960 BLANCO GL.;0001;003;;;551,00;551,00;VERDADERO;PCA960COPPBL1;8,00;117120;
537.630,00;NVV;0000427430;78135749-9;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;14.490,00;1,00;173.880,00;22/01/2026;BGB;SI;FALSO;00006;03/02/2026;004;006;37;PCA106NEGR001;GL;;1.726.909,00;;12,00;0,00;0,00;GL;12,00;0,00;0,00;;DESPACHO GUIDO BECK DE RAMBERGA 937 COÑARIPE PANGUIPULLI;TIZNADO HERMANOS SPA;;GUIDO BECK DE RAMBERGA 937 COÑARIPE;PANGUIPULLI;FPN;ANTICORROSIVO ESTRUCTURAL NEGRO GL.;0002;003;01;;300,00;300,00;VERDADERO;PCA106NEGR001;12,00;173880;
537.728,00;NVV;0000427442;78135749-9;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;14.310,00;1,00;57.240,00;22/01/2026;BGB;SI;FALSO;00001;03/02/2026;004;006;37;PCA106BANAT01;GL;;1.727.187,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO DESPACHO GUIDO BECK DE RAMBERGA 937 COÑARIPE PANGUIPULLI;TIZNADO HERMANOS SPA;;GUIDO BECK DE RAMBERGA 937 COÑARIPE;PANGUIPULLI;FPN;BARNIZ MARINO NATURAL GL.;;003;01;;288,00;288,00;VERDADERO;PCA106BANAT01;4,00;57240;
537.728,00;NVV;0000427442;78135749-9;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.640,00;1,00;27.840,00;22/01/2026;BGB;SI;FALSO;00002;03/02/2026;004;006;37;PCA926BLAN002;GL;;1.727.188,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO DESPACHO GUIDO BECK DE RAMBERGA 937 COÑARIPE PANGUIPULLI;TIZNADO HERMANOS SPA;;GUIDO BECK DE RAMBERGA 937 COÑARIPE;PANGUIPULLI;FPN;OLEO BRILLANTE BLANCO 1/4;0002;003;01;;28,25;113,00;VERDADERO;PCA926BLAN002;6,00;27840;
537.657,00;NVV;0000427434;78268287-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.850,00;1,00;29.100,00;22/01/2026;PSV;SI;FALSO;00001;03/02/2026;004;006;37;PCA113POLCAO2;GL;;1.726.957,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO ARICA 115 CURACAUTIN;FENQUIN FERRETERIA  SPA;;ARICA 115, CURACAUTIN;CURACAUTIN;FPN;STAIN POLIDECOR CAOBA 1/4 GL;0002;003;01;;21,50;86,00;FALSO;PCA113POLCAO2;6,00;29100;
537.657,00;NVV;0000427434;78268287-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.850,00;1,00;58.200,00;22/01/2026;PSV;SI;FALSO;00002;03/02/2026;004;006;37;PCA113POLNAT2;GL;;1.726.958,00;;3,00;0,00;0,00;04;12,00;0,00;0,00;;DESPACHO ARICA 115 CURACAUTIN;FENQUIN FERRETERIA  SPA;;ARICA 115, CURACAUTIN;CURACAUTIN;FPN;STAIN POLIDECOR NATURAL 1/4 GL;0002;003;01;;20,00;80,00;VERDADERO;PCA113POLNAT2;12,00;58200;
537.657,00;NVV;0000427434;78268287-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;4.190,00;1,00;25.140,00;22/01/2026;PSV;SI;FALSO;00003;03/02/2026;004;006;37;PCA960ECOPAC2;GL;;1.726.959,00;;1,50;0,00;0,00;04;6,00;0,00;0,00;;DESPACHO ARICA 115 CURACAUTIN;FENQUIN FERRETERIA  SPA;;ARICA 115, CURACAUTIN;CURACAUTIN;FPN;ESMALTE AL AGUA COPPER 960 AZUL COLONIAL 1/4;0001;003;;;10,50;42,00;FALSO;PCA960ECOPAC2;6,00;25140;
537.657,00;NVV;0000427434;78268287-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;14.490,00;1,00;57.960,00;22/01/2026;PSV;SI;FALSO;00004;03/02/2026;004;006;37;PCA907ROJO001;GL;;1.726.960,00;;4,00;0,00;0,00;GL;4,00;0,00;0,00;;DESPACHO ARICA 115 CURACAUTIN;FENQUIN FERRETERIA  SPA;;ARICA 115, CURACAUTIN;CURACAUTIN;FPN;ZINC ACRYL ROJO OXIDO GL.;0001;003;01;;70,00;70,00;FALSO;PCA907ROJO001;4,00;57960;
537.657,00;NVV;0000427434;78268287-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;14.490,00;1,00;173.880,00;22/01/2026;PSV;SI;FALSO;00005;03/02/2026;004;006;37;PCA907NEGRO01;GL;;1.726.961,00;;12,00;0,00;0,00;GL;12,00;0,00;0,00;;DESPACHO ARICA 115 CURACAUTIN;FENQUIN FERRETERIA  SPA;;ARICA 115, CURACAUTIN;CURACAUTIN;FPN;ZINC ACRYL NEGRO GL.;0001;003;01;;199,00;199,00;VERDADERO;PCA907NEGRO01;12,00;173880;
537.657,00;NVV;0000427434;78268287-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;37.540,00;1,00;75.080,00;22/01/2026;PSV;SI;FALSO;00006;03/02/2026;004;006;37;PCA921NEGRO06;GL;;1.726.962,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;;DESPACHO ARICA 115 CURACAUTIN;FENQUIN FERRETERIA  SPA;;ARICA 115, CURACAUTIN;CURACAUTIN;FPN;FIBROCOPPER NEGRO 4 GALONES;0001;003;;;52,00;13,00;FALSO;PCA921NEGRO06;2,00;75080;
537.657,00;NVV;0000427434;78268287-3;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;49.990,00;1,00;99.980,00;22/01/2026;PSV;SI;FALSO;00007;03/02/2026;004;006;37;PCA907NEGRO06;GL;;1.726.963,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;;DESPACHO ARICA 115 CURACAUTIN;FENQUIN FERRETERIA  SPA;;ARICA 115, CURACAUTIN;CURACAUTIN;FPN;ZINC ACRYL NEGRO 4 GALONES;0001;003;01;;248,00;62,00;VERDADERO;PCA907NEGRO06;2,00;99980;
537.656,00;NVV;0000503713;79840820;;006;22/01/2026;06/02/2026;$;N;;12/11/1926;;21.000,00;1,00;1.050.000,00;22/01/2026;MCH;SI;FALSO;00001;06/02/2026;006;007;10;PCA108AZPAC01;GL;;1.726.956,00;;50,00;0,00;0,00;GL;50,00;0,00;0,00;01450000000-1053;EQUIPOS AUXILIARES MAIPU, OC 01450000000-1053;CONSTRUCTORA  POCURO SPA;;NUEVA DE LYON 0145 LOCAL 102;PROVIDENCIA;FPN;ESMALTE ANTICORROSIVO AZUL PACIFICO GL;0002;003;;;0,00;0,00;FALSO;PCA108AZPAC01;50,00;1050000;
536.699,00;NVV;0000427345;79840820-8;;004;16/01/2026;28/01/2026;$;N;;28/01/2026;;69.000,00;1,00;138.000,00;16/01/2026;004;SI;FALSO;00001;28/01/2026;004;006;;PCA92536A1A06;GL;;1.723.896,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;01411000000-671;MATERIAL POST VENTA EDIFICIO TERRAMAR CON DESPACHO A BODEGA PUERTO MONTT;CONSTRUCTORA POCURO SPA;;NUEVA DE LYON 0145, LOCAL 102;PROVIDENCIA;FPN;HIDRO COPPER 36A - 1A 4 GALONES;0001;003;;;8,00;2,00;FALSO;PCA92536A1A06;2,00;138000;
536.699,00;NVV;0000427345;79840820-8;;004;16/01/2026;28/01/2026;$;N;;28/01/2026;;69.000,00;1,00;138.000,00;16/01/2026;004;SI;FALSO;00002;28/01/2026;004;006;;PCA92541A1A06;GL;;1.723.897,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;01411000000-671;MATERIAL POST VENTA EDIFICIO TERRAMAR CON DESPACHO A BODEGA PUERTO MONTT;CONSTRUCTORA POCURO SPA;;NUEVA DE LYON 0145, LOCAL 102;PROVIDENCIA;FPN;HIDRO COPPER 41A - 1A 4 GALONES;0001;003;;;8,00;2,00;FALSO;PCA92541A1A06;2,00;138000;
536.699,00;NVV;0000427345;79840820-8;;004;16/01/2026;28/01/2026;$;N;;28/01/2026;;69.000,00;1,00;138.000,00;16/01/2026;004;SI;FALSO;00003;28/01/2026;004;006;;PCA92538A1A06;GL;;1.723.898,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;01411000000-671;MATERIAL POST VENTA EDIFICIO TERRAMAR CON DESPACHO A BODEGA PUERTO MONTT;CONSTRUCTORA POCURO SPA;;NUEVA DE LYON 0145, LOCAL 102;PROVIDENCIA;FPN;HIDRO COPPER 38A - 1A 4 GALONES;0001;003;;;8,00;2,00;FALSO;PCA92538A1A06;2,00;138000;
536.699,00;NVV;0000427345;79840820-8;;004;16/01/2026;28/01/2026;$;N;;28/01/2026;;69.000,00;1,00;138.000,00;16/01/2026;004;SI;FALSO;00004;28/01/2026;004;006;;PCA9259A1A006;GL;;1.723.899,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;01411000000-671;MATERIAL POST VENTA EDIFICIO TERRAMAR CON DESPACHO A BODEGA PUERTO MONTT;CONSTRUCTORA POCURO SPA;;NUEVA DE LYON 0145, LOCAL 102;PROVIDENCIA;FPN;HIDRO COPPER 9A - 1A 4 GALONES;0001;003;;;8,00;2,00;FALSO;PCA9259A1A006;2,00;138000;
536.699,00;NVV;0000427345;79840820-8;;004;16/01/2026;28/01/2026;$;N;;28/01/2026;;69.000,00;1,00;138.000,00;16/01/2026;004;SI;FALSO;00005;28/01/2026;004;006;;PCA92548A1A06;GL;;1.723.900,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;01411000000-671;MATERIAL POST VENTA EDIFICIO TERRAMAR CON DESPACHO A BODEGA PUERTO MONTT;CONSTRUCTORA POCURO SPA;;NUEVA DE LYON 0145, LOCAL 102;PROVIDENCIA;FPN;HIDRO COPPER 48A - 1A 4 GALONES;0001;003;;;8,00;2,00;FALSO;PCA92548A1A06;2,00;138000;
536.699,00;NVV;0000427345;79840820-8;;004;16/01/2026;28/01/2026;$;N;;28/01/2026;;69.000,00;1,00;138.000,00;16/01/2026;004;SI;FALSO;00006;28/01/2026;004;006;;PCA92544A1A06;GL;;1.723.901,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;01411000000-671;MATERIAL POST VENTA EDIFICIO TERRAMAR CON DESPACHO A BODEGA PUERTO MONTT;CONSTRUCTORA POCURO SPA;;NUEVA DE LYON 0145, LOCAL 102;PROVIDENCIA;FPN;HIDRO COPPER 44A - 1A 4 GALONES;0001;003;;;8,00;2,00;FALSO;PCA92544A1A06;2,00;138000;
536.699,00;NVV;0000427345;79840820-8;;004;16/01/2026;28/01/2026;$;N;;28/01/2026;;64.000,00;1,00;128.000,00;16/01/2026;004;SI;FALSO;00007;28/01/2026;004;006;;PCA92512B4D06;GL;;1.723.902,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;01411000000-671;MATERIAL POST VENTA EDIFICIO TERRAMAR CON DESPACHO A BODEGA PUERTO MONTT;CONSTRUCTORA POCURO SPA;;NUEVA DE LYON 0145, LOCAL 102;PROVIDENCIA;FPN;HIDRO COPPER 12B - 4D 4 GALONES;0001;003;;;8,00;2,00;FALSO;PCA92512B4D06;2,00;128000;
536.778,00;NVV;0000427350;79840820-8;;004;16/01/2026;28/01/2026;$;N;;28/01/2026;;56.000,00;1,00;112.000,00;16/01/2026;004;SI;FALSO;00002;28/01/2026;004;006;;PCA960SW70126;GL;;1.724.110,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;01411000000-672;"MATERIAL PARA POST VENTA PUERTO MONTT CON DESPACHO. BODEGA PUERTO MONTT
DESPACHAR EN AVENIDA TRAPEN S/N LOTE V2 , ESQUINA CALLE ISLA TAUTIL PUERTO MONTT";CONSTRUCTORA POCURO SPA;;NUEVA DE LYON 0145, LOCAL 102;PROVIDENCIA;FPN;ESMALTE AL AGUA COPPER 960 SW-7012 4 GALONES;0001;003;;;8,00;2,00;FALSO;PCA960SW70126;2,00;112000;
536.778,00;NVV;0000427350;79840820-8;;004;16/01/2026;28/01/2026;$;N;;28/01/2026;;48.000,00;1,00;96.000,00;16/01/2026;004;SI;FALSO;00009;28/01/2026;004;006;;PCA925SW61046;GL;;1.724.174,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;01411000000-672;"MATERIAL PARA POST VENTA PUERTO MONTT CON DESPACHO. BODEGA PUERTO MONTT
DESPACHAR EN AVENIDA TRAPEN S/N LOTE V2 , ESQUINA CALLE ISLA TAUTIL PUERTO MONTT";CONSTRUCTORA POCURO SPA;;NUEVA DE LYON 0145, LOCAL 102;PROVIDENCIA;FPN;HIDRO COPPER AR SW 6104 4 GALONES;;003;;;8,00;2,00;FALSO;PCA925SW61046;2,00;96000;
537.620,00;NVV;0000427428;79840820-8;;004;22/01/2026;03/02/2026;$;N;;03/02/2026;;69.800,00;1,00;139.600,00;22/01/2026;004;SI;FALSO;00002;03/02/2026;004;006;;PCA922AMAREY6;GL;;1.726.874,00;;8,00;0,00;0,00;BD;2,00;0,00;0,00;01400904700-26;LUGAR DE ENTREGA: AV. ROSA DE FRANCIA N° 639, TEMUCO.;CONSTRUCTORA POCURO SPA;;NUEVA DE LYON 0145, LOCAL 102;PROVIDENCIA;FPN;ESMALTE SINTETICO AMARILLO REY 4 GALONES;0002;003;;;0,00;0,00;VERDADERO;PCA922AMAREY6;2,00;139600;
